	sym	shp65_Vehicle_1	shp65_Vehicle_2	shp65_Vehicle_3	shp65_TNF_1	shp65_TNF_2	shp65_TNF_3
ENSG00000109472	CPE	185	180	264	233	228	180
ENSG00000109475	RPL34	3027	2484	2798	2193	2803	1988
ENSG00000109501	WFS1	858	997	1114	1787	1170	1111
ENSG00000109519	GRPEL1	1074	861	1219	981	1109	928
ENSG00000109536	FRG1	196	166	162	160	213	123
ENSG00000109572	CLCN3	968	690	1037	1398	1126	775
ENSG00000109576	AADAT	36	23	23	49	39	19
ENSG00000109586	GALNT7	57	62	58	108	101	56
ENSG00000109606	DHX15	1528	1428	1484	1955	1981	1096
ENSG00000109610	SOD3	94	204	126	201	209	137
ENSG00000109618	SEPSECS	217	149	219	212	210	170
ENSG00000109654	TRIM2	528	482	438	574	777	381
ENSG00000109670	FBXW7	632	445	605	561	728	438
ENSG00000109680	TBC1D19	136	84	139	125	152	102
ENSG00000109685	WHSC1	613	509	544	787	704	512
ENSG00000109686	SH3D19	652	646	794	1042	1060	647
ENSG00000109689	STIM2	89	84	94	102	108	73
ENSG00000109736	MFSD10	199	291	260	401	318	215
ENSG00000109738	GLRB	77	65	92	103	94	65
ENSG00000109743	BST1	67	46	51	55	55	35
ENSG00000109756	RAPGEF2	337	280	340	518	388	258
ENSG00000109762	SNX25	292	249	263	254	324	207
ENSG00000109775	UFSP2	451	236	338	389	408	256
ENSG00000109787	KLF3	254	166	316	648	340	284
ENSG00000109790	KLHL5	319	226	322	366	329	210
ENSG00000109794	FAM149A	180	107	120	149	136	90
ENSG00000109814	UGDH	348	328	331	696	502	232
ENSG00000109819	PPARGC1A	59	62	90	97	89	65
ENSG00000109846	CRYAB	728	644	1046	708	683	834
ENSG00000109854	HTATIP2	208	222	220	246	245	183
ENSG00000109861	CTSC	531	386	441	570	517	310
ENSG00000109906	ZBTB16	673	646	650	1032	683	495
ENSG00000109911	ELP4	261	201	263	210	283	186
ENSG00000109917	ZPR1	795	779	759	716	868	699
ENSG00000109919	MTCH2	2799	1607	2845	2471	2208	2244
ENSG00000109920	FNBP4	184	172	178	372	253	151
ENSG00000109929	SC5D	1217	500	1274	1454	1087	885
ENSG00000109971	HSPA8	28369	23350	26842	23235	29279	21118
ENSG00000110002	VWA5A	54	25	40	64	38	36
ENSG00000110011	DNAJC4	50	55	49	89	61	43
ENSG00000110013	SIAE	336	344	359	448	431	295
ENSG00000110031	LPXN	28	44	37	37	41	21
ENSG00000110042	DTX4	409	411	735	964	566	618
ENSG00000110046	ATG2A	127	184	169	443	186	169
ENSG00000110047	EHD1	681	749	707	1088	844	591
ENSG00000110048	OSBP	552	430	592	1582	632	567
ENSG00000110057	UNC93B1	33	34	31	33	33	35
ENSG00000110060	PUS3	162	84	148	156	135	112
ENSG00000110063	DCPS	59	63	54	78	94	49
ENSG00000110066	SUV420H1	324	239	317	481	391	234
ENSG00000110074	FOXRED1	333	340	292	374	363	287
ENSG00000110075	PPP6R3	1013	851	885	1132	1268	709
ENSG00000110076	NRXN2	45	44	33	78	41	26
ENSG00000110080	ST3GAL4	261	244	245	387	375	229
ENSG00000110090	CPT1A	94	88	117	225	116	127
ENSG00000110092	CCND1	638	694	884	932	950	678
ENSG00000110104	CCDC86	67	63	51	255	97	75
ENSG00000110107	PRPF19	274	306	321	402	332	254
ENSG00000110108	TMEM109	343	294	334	663	290	271
ENSG00000110171	TRIM3	123	196	142	172	185	126
ENSG00000110172	CHORDC1	122	65	114	222	176	72
ENSG00000110200	ANAPC15	95	62	67	103	89	79
ENSG00000110218	PANX1	426	368	458	573	660	379
ENSG00000110237	ARHGEF17	89	115	124	484	148	128
ENSG00000110274	CEP164	209	292	235	252	267	200
ENSG00000110315	RNF141	1106	935	1078	831	1149	821
ENSG00000110318	CEP126	174	86	172	385	212	139
ENSG00000110321	EIF4G2	12674	9897	12904	15640	14943	10325
ENSG00000110330	BIRC2	496	397	427	606	736	302
ENSG00000110344	UBE4A	1408	1007	1553	1714	1543	1198
ENSG00000110367	DDX6	2120	1692	2335	4398	2807	1732
ENSG00000110395	CBL	447	336	596	1371	542	559
ENSG00000110400	PVRL1	39	42	40	117	43	53
ENSG00000110422	HIPK3	3665	2686	3335	3557	3897	2713
ENSG00000110427	KIAA1549L	72	49	88	214	77	81
ENSG00000110429	FBXO3	399	368	425	361	510	285
ENSG00000110435	PDHX	1872	1431	2265	1766	2233	1745
ENSG00000110442	COMMD9	632	519	658	520	610	538
ENSG00000110455	ACCS	44	44	24	69	70	41
ENSG00000110492	MDK	37	62	52	48	67	42
ENSG00000110497	AMBRA1	905	687	798	1477	926	714
ENSG00000110514	MADD	282	250	288	725	355	230
ENSG00000110536	PTPMT1	71	43	55	67	71	54
ENSG00000110583	NAA40	133	146	131	203	158	133
ENSG00000110619	CARS	809	772	954	930	933	756
ENSG00000110628	SLC22A18	14	25	18	29	28	15
ENSG00000110651	CD81	1735	1700	1836	5804	2070	2102
ENSG00000110660	SLC35F2	56	57	44	46	77	37
ENSG00000110696	C11orf58	878	743	868	960	1128	600
ENSG00000110697	PITPNM1	397	506	397	450	457	357
ENSG00000110700	RPS13	6026	3143	5109	4694	4524	4050
ENSG00000110711	AIP	287	335	235	236	308	240
ENSG00000110713	NUP98	1490	1116	1678	2109	1746	1389
ENSG00000110717	NDUFS8	916	839	838	918	1035	734
ENSG00000110719	TCIRG1	150	184	148	216	198	110
ENSG00000110721	CHKA	233	220	261	377	232	181
ENSG00000110756	HPS5	791	755	871	765	1021	677
ENSG00000110768	GTF2H1	914	717	875	908	1070	657
ENSG00000110801	PSMD9	148	175	176	184	172	136
ENSG00000110811	P3H3	54	94	65	98	82	58
ENSG00000110841	PPFIBP1	327	303	356	566	421	299
ENSG00000110844	PRPF40B	26	38	21	46	40	28
ENSG00000110851	PRDM4	311	290	297	346	352	255
ENSG00000110871	COQ5	545	400	562	509	621	391
ENSG00000110880	CORO1C	1865	1241	1973	3817	1968	1757
ENSG00000110881	ASIC1	67	55	65	180	53	65
ENSG00000110888	CAPRIN2	190	152	173	184	201	136
ENSG00000110906	KCTD10	205	123	188	512	224	167
ENSG00000110911	SLC11A2	229	166	241	342	281	208
ENSG00000110917	MLEC	4271	4054	5469	5131	4902	4109
ENSG00000110921	MVK	696	765	781	817	726	726
ENSG00000110925	CSRNP2	405	360	454	689	476	361
ENSG00000110931	CAMKK2	239	239	271	678	348	235
ENSG00000110955	ATP5B	13221	9757	15451	15725	12027	12173
ENSG00000110958	PTGES3	401	336	579	1038	538	461
ENSG00000110987	BCL7A	51	43	69	122	64	54
ENSG00000111011	RSRC2	376	267	295	433	376	208
ENSG00000111052	LIN7A	257	238	190	271	309	163
ENSG00000111058	ACSS3	47	42	52	63	79	42
ENSG00000111077	TNS2	612	782	744	1725	897	677
ENSG00000111110	PPM1H	59	67	103	88	88	68
ENSG00000111142	METAP2	1089	718	1001	884	1074	589
ENSG00000111144	LTA4H	634	478	602	598	650	415
ENSG00000111145	ELK3	78	53	94	155	115	66
ENSG00000111186	WNT5B	70	110	83	66	151	69
ENSG00000111196	MAGOHB	104	80	105	100	104	56
ENSG00000111203	ITFG2	168	140	184	198	171	143
ENSG00000111224	PARP11	104	75	102	123	88	100
ENSG00000111229	ARPC3	675	482	581	507	625	408
ENSG00000111231	GPN3	248	218	246	228	288	171
ENSG00000111237	VPS29	292	227	365	381	308	246
ENSG00000111252	SH2B3	200	181	224	360	251	201
ENSG00000111254	AKAP3	23	24	31	17	30	24
ENSG00000111261	MANSC1	42	34	50	85	66	36
ENSG00000111266	DUSP16	124	111	153	249	217	154
ENSG00000111269	CREBL2	614	450	712	560	661	472
ENSG00000111271	ACAD10	199	246	245	547	298	217
ENSG00000111275	ALDH2	816	1373	1087	1073	1599	866
ENSG00000111276	CDKN1B	232	205	234	334	294	196
ENSG00000111300	NAA25	683	516	796	951	774	516
ENSG00000111321	LTBR	591	626	760	880	783	653
ENSG00000111328	CDK2AP1	366	382	352	441	425	322
ENSG00000111331	OAS3	49	37	32	120	61	38
ENSG00000111341	MGP	25	40	63	38	49	59
ENSG00000111358	GTF2H3	603	456	546	487	618	412
ENSG00000111361	EIF2B1	423	372	455	491	572	367
ENSG00000111364	DDX55	247	298	250	284	306	179
ENSG00000111371	SLC38A1	170	82	186	218	155	140
ENSG00000111412	C12orf49	396	364	447	409	419	360
ENSG00000111424	VDR	31	27	50	72	32	29
ENSG00000111445	RFC5	87	42	84	77	75	64
ENSG00000111450	STX2	161	136	153	169	194	126
ENSG00000111481	COPZ1	1521	1174	1504	1371	1377	1172
ENSG00000111530	CAND1	2109	1742	2291	2334	2523	1579
ENSG00000111540	RAB5B	289	228	349	513	305	301
ENSG00000111554	MDM1	101	82	107	136	137	59
ENSG00000111581	NUP107	305	242	290	333	340	211
ENSG00000111596	CNOT2	782	496	695	727	769	515
ENSG00000111602	TIMELESS	42	40	33	78	34	22
ENSG00000111605	CPSF6	403	316	449	522	489	351
ENSG00000111615	KRR1	252	159	188	237	233	101
ENSG00000111639	MRPL51	866	681	800	597	755	627
ENSG00000111640	GAPDH	12571	8717	11704	11047	10570	11174
ENSG00000111641	NOP2	522	551	508	473	650	401
ENSG00000111642	CHD4	1657	1498	1757	2687	1941	1441
ENSG00000111647	UHRF1BP1L	789	570	812	958	1034	574
ENSG00000111652	COPS7A	1066	1158	1210	1279	1267	996
ENSG00000111653	ING4	54	71	69	73	69	46
ENSG00000111666	CHPT1	729	495	656	701	635	502
ENSG00000111667	USP5	1569	1872	1598	1848	1909	1318
ENSG00000111669	TPI1	4950	4565	4723	3400	4793	4580
ENSG00000111670	GNPTAB	305	169	274	435	297	214
ENSG00000111671	SPSB2	32	41	35	16	45	29
ENSG00000111676	ATN1	104	109	134	1227	131	174
ENSG00000111678	C12orf57	115	151	112	99	133	85
ENSG00000111684	LPCAT3	1010	445	1215	1720	881	1154
ENSG00000111696	NT5DC3	106	82	124	287	164	105
ENSG00000111707	SUDS3	344	311	378	341	439	266
ENSG00000111711	GOLT1B	595	464	697	480	657	481
ENSG00000111716	LDHB	8909	7081	8458	6686	8938	5730
ENSG00000111725	PRKAB1	127	103	125	210	159	108
ENSG00000111726	CMAS	120	114	130	144	158	85
ENSG00000111727	HCFC2	373	238	380	373	381	283
ENSG00000111731	C2CD5	76	68	83	190	129	76
ENSG00000111737	RAB35	249	240	235	285	272	231
ENSG00000111752	PHC1	43	24	36	62	40	40
ENSG00000111775	COX6A1	716	523	720	560	676	594
ENSG00000111785	RIC8B	262	128	199	362	188	160
ENSG00000111786	SRSF9	182	306	202	233	259	182
ENSG00000111790	FGFR1OP2	343	237	296	325	400	186
ENSG00000111799	COL12A1	2243	1997	3951	6889	3621	3666
ENSG00000111801	BTN3A3	180	137	198	235	184	170
ENSG00000111802	TDP2	253	209	313	394	451	210
ENSG00000111816	FRK	86	73	101	174	105	77
ENSG00000111817	DSE	1307	1088	1158	1839	1917	1038
ENSG00000111832	RWDD1	705	440	603	560	617	403
ENSG00000111843	TMEM14C	1202	937	1011	1150	1283	820
ENSG00000111845	PAK1IP1	226	199	224	239	296	146
ENSG00000111850	SMIM8	63	45	47	56	49	47
ENSG00000111859	NEDD9	203	217	241	288	289	186
ENSG00000111860	CEP85L	208	158	181	202	269	131
ENSG00000111875	ASF1A	242	153	221	194	200	170
ENSG00000111877	MCM9	134	118	125	208	157	127
ENSG00000111880	RNGTT	427	350	414	385	522	303
ENSG00000111885	MAN1A1	1309	1568	1463	1554	2107	1114
ENSG00000111897	SERINC1	3851	2742	4381	3597	4246	2935
ENSG00000111906	HDDC2	503	486	471	423	508	390
ENSG00000111911	HINT3	324	280	332	313	302	231
ENSG00000111912	NCOA7	273	240	273	611	509	293
ENSG00000111961	SASH1	482	527	488	1361	850	469
ENSG00000111962	UST	129	109	150	141	146	113
ENSG00000111981	ULBP1	30	24	22	35	27	17
ENSG00000112031	MTRF1L	143	107	146	126	154	79
ENSG00000112033	PPARD	93	75	124	238	106	101
ENSG00000112039	FANCE	228	183	256	240	193	189
ENSG00000112062	MAPK14	1061	915	1254	1355	1229	1035
ENSG00000112078	KCTD20	2495	2161	3016	3073	3170	2223
ENSG00000112079	STK38	707	511	814	1184	820	639
ENSG00000112081	SRSF3	1333	988	1345	1174	1372	913
ENSG00000112096	SOD2	3054	2591	3324	9760	9675	4836
ENSG00000112110	MRPL18	554	452	550	471	513	456
ENSG00000112118	MCM3	155	182	132	154	162	118
ENSG00000112130	RNF8	179	204	174	152	215	136
ENSG00000112139	MDGA1	46	84	66	73	85	66
ENSG00000112144	ICK	168	143	226	290	219	172
ENSG00000112146	FBXO9	766	762	942	1181	998	761
ENSG00000112149	CD83	58	34	35	128	111	71
ENSG00000112159	MDN1	1154	1011	1208	2588	1485	1023
ENSG00000112167	SAYSD1	106	93	103	124	112	106
ENSG00000112183	RBM24	49	30	45	59	44	28
ENSG00000112186	CAP2	34	21	45	69	33	27
ENSG00000112200	ZNF451	721	487	649	929	849	536
ENSG00000112208	BAG2	313	263	353	303	433	228
ENSG00000112210	RAB23	200	162	192	151	241	136
ENSG00000112234	FBXL4	351	229	351	345	370	230
ENSG00000112237	CCNC	970	610	962	814	982	622
ENSG00000112242	E2F3	146	108	148	395	199	141
ENSG00000112245	PTP4A1	601	480	729	2107	913	691
ENSG00000112246	SIM1	405	224	325	462	362	176
ENSG00000112249	ASCC3	4881	3678	5380	5629	5935	3743
ENSG00000112276	BVES	174	159	155	222	220	133
ENSG00000112282	MED23	442	324	475	499	534	342
ENSG00000112290	WASF1	202	170	289	340	231	211
ENSG00000112293	GPLD1	20	22	12	28	26	23
ENSG00000112294	ALDH5A1	52	50	82	143	80	62
ENSG00000112297	AIM1	1455	1218	1475	2224	1898	1112
ENSG00000112304	ACOT13	370	250	297	371	376	238
ENSG00000112305	SMAP1	113	94	114	137	117	91
ENSG00000112306	RPS12	8538	7010	7021	6066	7639	5535
ENSG00000112308	C6orf62	1576	1148	1743	2609	1813	1373
ENSG00000112312	GMNN	59	62	63	51	69	43
ENSG00000112320	SOBP	75	50	84	161	69	78
ENSG00000112335	SNX3	2112	1165	1857	1980	1866	1395
ENSG00000112339	HBS1L	1176	908	1023	1048	1252	775
ENSG00000112343	TRIM38	235	218	211	281	239	168
ENSG00000112357	PEX7	76	94	95	94	141	66
ENSG00000112365	ZBTB24	158	110	119	181	176	94
ENSG00000112367	FIG4	325	288	428	371	356	328
ENSG00000112378	PERP	397	323	585	430	478	386
ENSG00000112406	HECA	146	119	177	203	182	128
ENSG00000112414	ADGRG6	20	46	18	56	76	15
ENSG00000112419	PHACTR2	1257	887	1369	1827	1637	1023
ENSG00000112425	EPM2A	113	75	109	138	128	94
ENSG00000112473	SLC39A7	921	1071	932	1222	1209	780
ENSG00000112511	PHF1	146	206	173	268	214	153
ENSG00000112514	CUTA	545	439	521	498	493	488
ENSG00000112531	QKI	2338	1647	2103	3312	2704	1646
ENSG00000112541	PDE10A	32	13	27	35	19	21
ENSG00000112561	TFEB	40	35	39	51	22	36
ENSG00000112576	CCND3	690	538	643	1076	686	570
ENSG00000112578	BYSL	128	131	134	302	149	129
ENSG00000112584	FAM120B	150	118	177	432	213	164
ENSG00000112592	TBP	73	63	80	107	104	58
ENSG00000112619	PRPH2	40	35	34	48	44	19
ENSG00000112624	GLTSCR1L	110	64	125	175	118	81
ENSG00000112640	PPP2R5D	821	690	869	974	870	741
ENSG00000112651	MRPL2	226	173	154	214	209	166
ENSG00000112655	PTK7	102	148	120	192	147	137
ENSG00000112658	SRF	274	387	359	439	416	263
ENSG00000112659	CUL9	90	115	111	254	169	90
ENSG00000112667	DNPH1	284	363	272	231	290	210
ENSG00000112679	DUSP22	165	163	185	256	211	144
ENSG00000112685	EXOC2	605	473	584	678	612	467
ENSG00000112695	COX7A2	1964	1182	1617	1329	1517	1310
ENSG00000112697	TMEM30A	3062	2590	3867	5269	4621	3088
ENSG00000112699	GMDS	28	15	24	42	50	27
ENSG00000112701	SENP6	771	495	706	1101	968	525
ENSG00000112715	VEGFA	417	433	457	1218	792	584
ENSG00000112739	PRPF4B	295	222	242	799	454	209
ENSG00000112759	SLC29A1	1239	915	1510	2023	1266	1420
ENSG00000112763	BTN2A1	99	93	75	178	115	65
ENSG00000112769	LAMA4	10000	9814	11621	15200	14074	9499
ENSG00000112773	FAM46A	777	585	706	1184	1065	542
ENSG00000112787	FBRSL1	16	29	35	123	47	35
ENSG00000112837	TBX18	99	86	72	147	136	57
ENSG00000112851	ERBB2IP	769	510	754	968	885	507
ENSG00000112855	HARS2	258	291	288	308	324	242
ENSG00000112874	NUDT12	228	213	191	195	262	145
ENSG00000112877	CEP72	26	25	26	24	24	25
ENSG00000112893	MAN2A1	725	542	729	840	841	472
ENSG00000112902	SEMA5A	173	176	207	439	285	185
ENSG00000112936	C7	125	121	166	198	187	104
ENSG00000112941	PAPD7	197	154	270	447	282	193
ENSG00000112964	GHR	777	457	868	1352	850	686
ENSG00000112972	HMGCS1	4838	2819	4936	7322	4483	3832
ENSG00000112977	DAP	132	107	155	849	188	199
ENSG00000112983	BRD8	176	155	206	247	185	139
ENSG00000112992	NNT	2967	2961	3594	3827	4778	2954
ENSG00000112996	MRPS30	619	476	616	607	682	410
ENSG00000113013	HSPA9	5151	4185	5456	4956	5663	4279
ENSG00000113048	MRPS27	1492	1312	1462	1462	1472	1245
ENSG00000113068	PFDN1	497	335	451	440	401	357
ENSG00000113070	HBEGF	20	24	42	35	45	31
ENSG00000113083	LOX	142	178	201	552	347	219
ENSG00000113108	APBB3	51	60	48	101	93	48
ENSG00000113119	TMCO6	85	83	86	95	92	71
ENSG00000113140	SPARC	64842	49874	76486	71455	59791	59170
ENSG00000113141	IK	538	445	453	457	520	316
ENSG00000113161	HMGCR	4121	2279	3580	5631	3361	2661
ENSG00000113163	COL4A3BP	590	419	555	1428	683	498
ENSG00000113194	FAF2	729	491	759	901	720	565
ENSG00000113209	PCDHB5	27	23	30	31	40	13
ENSG00000113212	PCDHB7	12	13	19	22	20	14
ENSG00000113231	PDE8B	698	338	317	914	537	266
ENSG00000113240	CLK4	240	221	240	539	485	247
ENSG00000113249	HAVCR1	27	11	28	36	47	31
ENSG00000113269	RNF130	291	258	305	320	319	250
ENSG00000113272	THG1L	109	93	94	97	135	77
ENSG00000113273	ARSB	486	361	689	852	525	494
ENSG00000113282	CLINT1	884	632	819	1469	1074	712
ENSG00000113300	CNOT6	156	120	228	488	225	168
ENSG00000113312	TTC1	540	363	512	384	489	295
ENSG00000113318	MSH3	273	152	291	342	283	177
ENSG00000113319	RASGRF2	88	82	121	112	112	87
ENSG00000113328	CCNG1	6571	4159	4956	5360	6441	3415
ENSG00000113356	POLR3G	58	40	34	45	47	31
ENSG00000113360	DROSHA	186	175	241	547	309	229
ENSG00000113361	CDH6	94	61	90	111	90	74
ENSG00000113368	LMNB1	22	30	27	23	36	17
ENSG00000113369	ARRDC3	1176	802	1520	540	649	638
ENSG00000113384	GOLPH3	901	796	1034	994	1249	773
ENSG00000113387	SUB1	2126	2687	2149	1722	2976	1527
ENSG00000113389	NPR3	113	135	177	131	172	131
ENSG00000113391	FAM172A	395	313	482	466	494	373
ENSG00000113407	TARS	1742	1400	1565	1825	1995	1153
ENSG00000113441	LNPEP	5602	3821	5933	7722	6109	4626
ENSG00000113448	PDE4D	609	662	1040	572	858	567
ENSG00000113456	RAD1	162	100	135	177	190	114
ENSG00000113460	BRIX1	149	174	163	157	222	107
ENSG00000113504	SLC12A7	34	25	22	194	45	40
ENSG00000113522	RAD50	273	181	207	662	351	154
ENSG00000113552	GNPDA1	380	337	378	335	405	321
ENSG00000113558	SKP1	1061	830	1098	1229	1069	827
ENSG00000113569	NUP155	870	624	871	866	961	611
ENSG00000113575	PPP2CA	806	528	790	1018	956	626
ENSG00000113578	FGF1	20	21	28	72	23	29
ENSG00000113580	NR3C1	2129	1647	2019	2836	2605	1495
ENSG00000113583	C5orf15	589	552	727	581	899	532
ENSG00000113593	PPWD1	213	146	198	269	243	153
ENSG00000113594	LIFR	1396	1184	1358	1875	2203	982
ENSG00000113595	TRIM23	344	282	353	445	486	277
ENSG00000113597	TRAPPC13	326	248	306	323	388	235
ENSG00000113615	SEC24A	557	386	655	1239	733	544
ENSG00000113621	TXNDC15	391	309	351	349	357	279
ENSG00000113638	TTC33	106	75	87	79	121	71
ENSG00000113643	RARS	1837	1384	1605	1107	1824	1111
ENSG00000113645	WWC1	27	41	34	49	37	39
ENSG00000113648	H2AFY	835	739	862	1145	864	734
ENSG00000113649	TCERG1	387	274	378	580	480	253
ENSG00000113657	DPYSL3	44	48	58	72	68	54
ENSG00000113658	SMAD5	943	694	904	927	1038	627
ENSG00000113712	CSNK1A1	2093	2179	2713	2249	2763	1883
ENSG00000113716	HMGXB3	475	512	565	961	552	557
ENSG00000113719	ERGIC1	2474	1711	2544	2988	2243	2107
ENSG00000113721	PDGFRB	1127	1528	1338	2784	1746	1266
ENSG00000113732	ATP6V0E1	2336	1721	2080	2014	2006	1874
ENSG00000113734	BNIP1	124	101	101	115	130	90
ENSG00000113739	STC2	116	155	221	216	172	181
ENSG00000113742	CPEB4	1082	857	1145	1724	1383	928
ENSG00000113758	DBN1	287	327	315	256	352	200
ENSG00000113761	ZNF346	96	102	106	107	132	74
ENSG00000113790	EHHADH	142	116	182	255	180	104
ENSG00000113805	CNTN3	82	50	72	140	91	56
ENSG00000113810	SMC4	112	75	80	228	141	65
ENSG00000113811	na	205	222	209	203	241	159
ENSG00000113812	ACTR8	381	261	323	363	365	246
ENSG00000113838	TBCCD1	145	118	203	194	185	137
ENSG00000113845	TIMMDC1	1120	1175	1128	1007	1328	830
ENSG00000113851	CRBN	469	304	472	421	482	303
ENSG00000113916	BCL6	692	577	812	1125	941	658
ENSG00000113966	ARL6	103	65	68	85	84	60
ENSG00000113971	NPHP3	33	37	39	72	64	30
ENSG00000114019	AMOTL2	586	752	836	922	894	629
ENSG00000114021	NIT2	977	718	864	1001	1048	693
ENSG00000114023	FAM162A	507	485	446	466	517	315
ENSG00000114026	OGG1	218	207	198	231	234	195
ENSG00000114030	KPNA1	870	750	884	1409	1117	748
ENSG00000114054	PCCB	1452	1899	1651	1771	1993	1455
ENSG00000114062	UBE3A	1100	848	1067	1327	1276	816
ENSG00000114098	ARMC8	1648	1416	1978	1883	2103	1506
ENSG00000114107	CEP70	130	82	115	93	154	67
ENSG00000114120	SLC25A36	469	400	544	703	703	396
ENSG00000114125	RNF7	657	560	620	586	611	560
ENSG00000114126	TFDP2	536	517	545	589	617	363
ENSG00000114127	XRN1	568	280	438	993	664	332
ENSG00000114166	KAT2B	365	284	339	513	469	271
ENSG00000114200	BCHE	67	46	43	61	59	30
ENSG00000114209	PDCD10	241	217	260	238	350	144
ENSG00000114251	WNT5A	87	86	141	222	155	120
ENSG00000114268	PFKFB4	52	52	32	78	65	38
ENSG00000114270	COL7A1	111	283	95	270	301	98
ENSG00000114302	PRKAR2A	1595	1039	1249	2213	1390	899
ENSG00000114315	HES1	48	51	50	75	100	50
ENSG00000114316	USP4	173	143	150	584	234	159
ENSG00000114331	ACAP2	1301	1203	1474	1452	1923	999
ENSG00000114346	ECT2	151	105	117	183	191	68
ENSG00000114353	GNAI2	1877	1856	2034	2102	1951	1814
ENSG00000114354	TFG	326	230	374	675	497	277
ENSG00000114374	USP9Y	548	358	575	953	669	409
ENSG00000114378	HYAL1	122	63	107	139	107	102
ENSG00000114383	TUSC2	156	222	185	125	213	148
ENSG00000114388	NPRL2	144	130	131	141	164	130
ENSG00000114391	RPL24	4044	4118	3276	2733	4019	2722
ENSG00000114395	CYB561D2	109	95	90	110	101	98
ENSG00000114405	C3orf14	53	40	53	48	53	40
ENSG00000114416	FXR1	1435	922	1304	1744	1437	937
ENSG00000114423	CBLB	158	100	158	274	200	131
ENSG00000114439	BBX	560	441	545	789	671	407
ENSG00000114446	IFT57	288	277	287	239	338	214
ENSG00000114450	GNB4	301	221	382	307	378	238
ENSG00000114473	IQCG	104	80	102	134	105	61
ENSG00000114480	GBE1	16107	14280	17507	20239	21104	13071
ENSG00000114491	UMPS	390	351	436	464	515	304
ENSG00000114503	NCBP2	758	583	716	692	785	511
ENSG00000114520	SNX4	561	493	576	500	700	404
ENSG00000114529	C3orf52	28	20	29	40	46	22
ENSG00000114544	SLC41A3	208	224	283	344	235	245
ENSG00000114554	PLXNA1	507	566	571	1261	635	538
ENSG00000114573	ATP6V1A	2871	2461	3490	3744	3642	2597
ENSG00000114626	ABTB1	8	13	10	36	17	19
ENSG00000114631	PODXL2	60	63	65	63	63	55
ENSG00000114646	CSPG5	33	32	33	47	38	31
ENSG00000114648	KLHL18	574	524	609	671	592	475
ENSG00000114650	SCAP	1214	1247	1378	1971	1357	1373
ENSG00000114670	NEK11	76	48	57	48	53	33
ENSG00000114686	MRPL3	1432	980	1202	1300	1323	906
ENSG00000114698	PLSCR4	130	101	125	203	151	119
ENSG00000114735	HEMK1	105	130	145	161	142	112
ENSG00000114738	MAPKAPK3	531	489	544	574	527	449
ENSG00000114739	ACVR2B	74	95	96	88	114	63
ENSG00000114742	WDR48	473	363	478	546	549	386
ENSG00000114744	COMMD2	257	176	215	229	282	165
ENSG00000114745	GORASP1	316	297	319	426	334	244
ENSG00000114767	RRP9	546	708	572	409	625	503
ENSG00000114770	ABCC5	98	85	89	186	124	88
ENSG00000114779	ABHD14B	585	437	575	624	543	516
ENSG00000114784	EIF1B	62	61	67	136	96	48
ENSG00000114790	ARHGEF26	62	70	53	87	80	33
